split,piece_key,composer,title,midi_performance,status,alignment_csv,rejected_csv,candidates_csv,alignment_rows,alignment_rejected,candidate_rows,candidate_events,labeled_events,unmatched_events,duration_not_candidate_events,ambiguous_candidate_events,error
train,LisztTranscendental_Etudes_5,Liszt,Transcendental_Etudes_5,Liszt/Transcendental_Etudes/5/WangY02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Liszt__Transcendental_Etudes__5__WangY02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Liszt__Transcendental_Etudes__5__WangY02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Liszt__Transcendental_Etudes__5__WangY02M.csv,2720,1252,9322,3972,1448,1252,197,1075,
train,LisztTranscendental_Etudes_9,Liszt,Transcendental_Etudes_9,Liszt/Transcendental_Etudes/9/ADIG07.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Liszt__Transcendental_Etudes__9__ADIG07.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Liszt__Transcendental_Etudes__9__ADIG07.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Liszt__Transcendental_Etudes__9__ADIG07.csv,151,4990,14765,5141,62,4990,61,28,
train,LisztTranscendental_Etudes_9,Liszt,Transcendental_Etudes_9,Liszt/Transcendental_Etudes/9/WongDoe02_2006.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Liszt__Transcendental_Etudes__9__WongDoe02_2006.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Liszt__Transcendental_Etudes__9__WongDoe02_2006.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Liszt__Transcendental_Etudes__9__WongDoe02_2006.csv,133,4823,12727,4956,59,4823,53,21,
train,LisztTranscendental_Etudes_9,Liszt,Transcendental_Etudes_9,Liszt/Transcendental_Etudes/9/WongDoe02_2009.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Liszt__Transcendental_Etudes__9__WongDoe02_2009.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Liszt__Transcendental_Etudes__9__WongDoe02_2009.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Liszt__Transcendental_Etudes__9__WongDoe02_2009.csv,141,4871,12601,5012,67,4871,54,20,
validation,MozartFantasie_475,Mozart,Fantasie_475,Mozart/Fantasie_475/Huangci05M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Mozart__Fantasie_475__Huangci05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Mozart__Fantasie_475__Huangci05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Mozart__Fantasie_475__Huangci05M.csv,951,3024,12965,3975,268,3024,459,224,
train,MozartPiano_Sonatas_11-3,Mozart,Piano_Sonatas_11-3,Mozart/Piano_Sonatas/11-3/Stahievitch02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Mozart__Piano_Sonatas__11-3__Stahievitch02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Mozart__Piano_Sonatas__11-3__Stahievitch02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Mozart__Piano_Sonatas__11-3__Stahievitch02.csv,187,2634,6511,2821,99,2634,62,26,
train,MozartPiano_Sonatas_12-1,Mozart,Piano_Sonatas_12-1,Mozart/Piano_Sonatas/12-1/ADIG01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Mozart__Piano_Sonatas__12-1__ADIG01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Mozart__Piano_Sonatas__12-1__ADIG01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Mozart__Piano_Sonatas__12-1__ADIG01.csv,2369,138,7583,2507,791,138,1050,528,
train,MozartPiano_Sonatas_12-1,Mozart,Piano_Sonatas_12-1,Mozart/Piano_Sonatas/12-1/MunA03M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Mozart__Piano_Sonatas__12-1__MunA03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Mozart__Piano_Sonatas__12-1__MunA03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Mozart__Piano_Sonatas__12-1__MunA03M.csv,2374,132,7159,2506,1014,132,909,451,
train,MozartPiano_Sonatas_12-1,Mozart,Piano_Sonatas_12-1,Mozart/Piano_Sonatas/12-1/TET01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Mozart__Piano_Sonatas__12-1__TET01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Mozart__Piano_Sonatas__12-1__TET01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Mozart__Piano_Sonatas__12-1__TET01.csv,2374,127,7607,2501,951,127,953,470,
train,MozartPiano_Sonatas_12-1,Mozart,Piano_Sonatas_12-1,Mozart/Piano_Sonatas/12-1/WuuE02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/alignments/Mozart__Piano_Sonatas__12-1__WuuE02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/rejected/Mozart__Piano_Sonatas__12-1__WuuE02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0880_0896/candidates/Mozart__Piano_Sonatas__12-1__WuuE02M.csv,2375,126,7235,2501,1194,126,685,496,
train,MozartPiano_Sonatas_12-2,Mozart,Piano_Sonatas_12-2,Mozart/Piano_Sonatas/12-2/MunA04.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__12-2__MunA04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__12-2__MunA04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__12-2__MunA04.csv,1167,219,5852,1386,115,219,999,53,
train,MozartPiano_Sonatas_12-2,Mozart,Piano_Sonatas_12-2,Mozart/Piano_Sonatas/12-2/WuuE03.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__12-2__WuuE03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__12-2__WuuE03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__12-2__WuuE03.csv,1170,207,5847,1377,116,207,1042,12,
train,MozartPiano_Sonatas_12-3,Mozart,Piano_Sonatas_12-3,Mozart/Piano_Sonatas/12-3/BLINOV01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__12-3__BLINOV01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__12-3__BLINOV01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__12-3__BLINOV01.csv,2800,147,7486,2947,1190,147,616,994,
train,MozartPiano_Sonatas_12-3,Mozart,Piano_Sonatas_12-3,Mozart/Piano_Sonatas/12-3/MunA05M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__12-3__MunA05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__12-3__MunA05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__12-3__MunA05M.csv,2846,109,7668,2955,1213,109,628,1005,
train,MozartPiano_Sonatas_12-3,Mozart,Piano_Sonatas_12-3,Mozart/Piano_Sonatas/12-3/WuuE04M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__12-3__WuuE04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__12-3__WuuE04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__12-3__WuuE04M.csv,2835,106,8230,2941,1223,106,591,1021,
train,MozartPiano_Sonatas_8-1,Mozart,Piano_Sonatas_8-1,Mozart/Piano_Sonatas/8-1/Bogdanovitch01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__8-1__Bogdanovitch01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__8-1__Bogdanovitch01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__8-1__Bogdanovitch01.csv,3116,162,7860,3278,1485,162,359,1272,
train,MozartPiano_Sonatas_8-1,Mozart,Piano_Sonatas_8-1,Mozart/Piano_Sonatas/8-1/Jia01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__8-1__Jia01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__8-1__Jia01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__8-1__Jia01.csv,3157,157,8251,3314,1481,156,358,1319,
train,MozartPiano_Sonatas_8-1,Mozart,Piano_Sonatas_8-1,Mozart/Piano_Sonatas/8-1/LEE_J03.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__8-1__LEE_J03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__8-1__LEE_J03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__8-1__LEE_J03.csv,3138,157,7573,3295,1565,157,350,1223,
train,MozartPiano_Sonatas_8-1,Mozart,Piano_Sonatas_8-1,Mozart/Piano_Sonatas/8-1/Lo01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__8-1__Lo01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__8-1__Lo01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__8-1__Lo01.csv,3125,181,8802,3306,1497,181,256,1372,
train,MozartPiano_Sonatas_8-1,Mozart,Piano_Sonatas_8-1,Mozart/Piano_Sonatas/8-1/Rozanski02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Mozart__Piano_Sonatas__8-1__Rozanski02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Mozart__Piano_Sonatas__8-1__Rozanski02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Mozart__Piano_Sonatas__8-1__Rozanski02.csv,3164,164,8662,3328,1511,164,278,1375,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Colafelice11.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Prokofiev__Toccata__Colafelice11.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Prokofiev__Toccata__Colafelice11.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Prokofiev__Toccata__Colafelice11.csv,3433,1137,11348,4570,939,1137,193,2301,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Dossin07.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Prokofiev__Toccata__Dossin07.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Prokofiev__Toccata__Dossin07.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Prokofiev__Toccata__Dossin07.csv,3675,1529,11340,5204,946,1529,227,2502,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Fab13.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Prokofiev__Toccata__Fab13.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Prokofiev__Toccata__Fab13.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Prokofiev__Toccata__Fab13.csv,3619,1104,9751,4723,1181,1103,211,2228,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Guo04.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Prokofiev__Toccata__Guo04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Prokofiev__Toccata__Guo04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Prokofiev__Toccata__Guo04.csv,3660,1370,10864,5030,1126,1370,189,2345,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Kociuban16.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Prokofiev__Toccata__Kociuban16.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Prokofiev__Toccata__Kociuban16.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Prokofiev__Toccata__Kociuban16.csv,3559,1284,10796,4843,917,1283,191,2452,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Lin06.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/alignments/Prokofiev__Toccata__Lin06.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/rejected/Prokofiev__Toccata__Lin06.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0896_0912/candidates/Prokofiev__Toccata__Lin06.csv,3598,1079,10679,4677,864,1079,221,2513,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Song04.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Prokofiev__Toccata__Song04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Prokofiev__Toccata__Song04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Prokofiev__Toccata__Song04.csv,3811,920,10210,4731,955,920,234,2622,
train,ProkofievToccata,Prokofiev,Toccata,Prokofiev/Toccata/Teo05.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Prokofiev__Toccata__Teo05.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Prokofiev__Toccata__Teo05.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Prokofiev__Toccata__Teo05.csv,3276,1177,10248,4453,926,1177,222,2128,
train,RachmaninoffPreludes_op_23_4,Rachmaninoff,Preludes_op_23_4,Rachmaninoff/Preludes_op_23/4/ChenGuang12M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Rachmaninoff__Preludes_op_23__4__ChenGuang12M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Rachmaninoff__Preludes_op_23__4__ChenGuang12M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Rachmaninoff__Preludes_op_23__4__ChenGuang12M.csv,889,466,5109,1355,137,466,589,163,
train,RachmaninoffPreludes_op_23_4,Rachmaninoff,Preludes_op_23_4,Rachmaninoff/Preludes_op_23/4/MorozovS09.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Rachmaninoff__Preludes_op_23__4__MorozovS09.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Rachmaninoff__Preludes_op_23__4__MorozovS09.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Rachmaninoff__Preludes_op_23__4__MorozovS09.csv,949,396,4653,1345,143,396,585,221,
train,RachmaninoffPreludes_op_23_4,Rachmaninoff,Preludes_op_23_4,Rachmaninoff/Preludes_op_23/4/WuuE07M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Rachmaninoff__Preludes_op_23__4__WuuE07M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Rachmaninoff__Preludes_op_23__4__WuuE07M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Rachmaninoff__Preludes_op_23__4__WuuE07M.csv,945,399,4820,1344,131,399,680,134,
validation,RachmaninoffPreludes_op_23_6,Rachmaninoff,Preludes_op_23_6,Rachmaninoff/Preludes_op_23/6/Nikiforov14M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Rachmaninoff__Preludes_op_23__6__Nikiforov14M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Rachmaninoff__Preludes_op_23__6__Nikiforov14M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Rachmaninoff__Preludes_op_23__6__Nikiforov14M.csv,1003,245,4249,1248,186,245,358,459,
train,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,Rachmaninoff/Preludes_op_32/10/Floril03.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Rachmaninoff__Preludes_op_32__10__Floril03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Rachmaninoff__Preludes_op_32__10__Floril03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Rachmaninoff__Preludes_op_32__10__Floril03.csv,610,2078,8129,2688,269,2078,254,87,
train,RachmaninoffPreludes_op_32_5,Rachmaninoff,Preludes_op_32_5,Rachmaninoff/Preludes_op_32/5/KorchinskayaKogan03.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/alignments/Rachmaninoff__Preludes_op_32__5__KorchinskayaKogan03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/rejected/Rachmaninoff__Preludes_op_32__5__KorchinskayaKogan03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0912_0928/candidates/Rachmaninoff__Preludes_op_32__5__KorchinskayaKogan03.csv,554,909,4298,1463,184,909,279,91,
